,Iterations,train_loss,train_acc,train_top1,train_f1,test_top1,test_f1
0,0,3.8213604226404305,0.1209899649328115,0.1321148137961115,0.1592605349922988,0.14652469754219055,0.1703
1,1,3.2435003056818124,0.21021251289211973,0.18864332717292162,0.21896471589815172,0.20904673635959625,0.2336
2,2,2.9714618313069248,0.2589770725795201,0.24317755686993503,0.26927855458221023,0.26856064796447754,0.2849
3,3,2.785703114100865,0.29251375003736846,0.2693010963955704,0.2928574436850212,0.2974683940410614,0.3123
4,4,2.635542378133657,0.32443760852424464,0.2776147929989562,0.3062660942914902,0.3040870428085327,0.323
5,5,2.520022168451426,0.34790817572146043,0.31918707672430546,0.33905783716788607,0.3382135033607483,0.3481
6,6,2.4143581633665123,0.3694606313900072,0.31376023925080593,0.336506064690027,0.33859285712242126,0.3496
7,7,2.331666596081792,0.3850638331199179,0.3701835554473254,0.3890776166008857,0.37639448046684265,0.3824
8,8,2.2424536286568153,0.40796019106495135,0.3627102964994859,0.37500338431363106,0.3849896192550659,0.3853
9,9,2.160988992574264,0.4239010713538345,0.40521828434905227,0.4186948732912976,0.4077532887458801,0.4097
10,10,2.108998077256339,0.4349350831946548,0.41814890443062297,0.42989319106180207,0.4147659242153168,0.4165
11,11,2.037605806272857,0.4526673531045719,0.3940901294046519,0.4098926495716211,0.3981480598449707,0.4021
12,12,1.9645104724533704,0.46693677318339444,0.4354043566450781,0.4544452583509819,0.434559166431427,0.4434
13,13,1.9169486639451008,0.47789367364377394,0.45597387576589776,0.4732864844050828,0.44772323966026306,0.4518
14,14,1.8650055199253315,0.4906390053885324,0.47161715797015596,0.48820641906526757,0.45140716433525085,0.4562
15,15,1.8137140517332115,0.5011104272336376,0.4828715476454521,0.49798558131979204,0.45117712020874023,0.4558
16,16,1.769551342847396,0.512029725678113,0.48703800293864036,0.504131494873893,0.46005895733833313,0.4651
17,17,1.7352336766768475,0.5203487629793129,0.4982761108145422,0.5125986715440893,0.4672712981700897,0.4725
18,18,1.691090540010102,0.5301707910031689,0.4689564741387659,0.48221279962456676,0.4397400915622711,0.4434
19,19,1.6506812645464528,0.5384476720070352,0.5219045190178618,0.5374083227040817,0.4821765124797821,0.487
20,20,1.609559684383626,0.5495997448356784,0.513064442240462,0.5308081590537158,0.4606870412826538,0.4675
21,21,1.5721349180961142,0.5587674744275152,0.5371058814379633,0.554302064280901,0.4814259111881256,0.4875
22,22,1.528616907645245,0.5694239480154855,0.5549753989492144,0.5706050551116674,0.493620902299881,0.4982
23,23,1.4956264982418137,0.5775207208127392,0.549648831085283,0.5646257249951867,0.49043601751327515,0.4929
24,24,1.460233812429467,0.5865914091771963,0.5490295144976401,0.5635344718665768,0.4832548499107361,0.4862
25,25,1.4255205879406052,0.5940914543307557,0.5537448890355169,0.56948108695129,0.4858595132827759,0.4877
26,26,1.3989777686644573,0.5982199299092196,0.5797709153622997,0.5939741167693492,0.496976375579834,0.5009
27,27,1.3524704003820613,0.6138441903250558,0.5822729517002495,0.5946506034607238,0.4953538477420807,0.4985
28,28,1.3265846043216938,0.6159729081757215,0.595569054691159,0.6087067860752792,0.4962150454521179,0.4985
29,29,1.3154655646304696,0.6240651656170281,0.5955526232719421,0.6124840561224489,0.49714934825897217,0.5049
30,30,1.2772009810622857,0.6297057015555245,0.6179305023076583,0.6314080098430882,0.4964841306209564,0.4987
31,31,1.2461456814590766,0.6370643304318798,0.6082618382512307,0.6208049552368117,0.4997570812702179,0.5005
32,32,1.2198568022980982,0.6463099109883211,0.6403706280552611,0.6530642327685792,0.5087177753448486,0.5114
33,33,1.1833628878301503,0.6531176664391343,0.6272467837041739,0.6423521280564113,0.5024705529212952,0.5073
34,34,1.1612667356218611,0.6616035772829639,0.6335997715288278,0.6461594808914132,0.49815770983695984,0.4994
35,35,1.135187350973791,0.6679029659349092,0.6537880617745069,0.6657407435261841,0.5098913311958313,0.5111
36,36,1.1002585924401576,0.6774956060915577,0.6469817952233918,0.658882619970158,0.5003717541694641,0.5037
37,37,1.08057509271466,0.6841239929199219,0.6662344300017065,0.6791576668993069,0.509720504283905,0.5149
