B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
11181642,0.1728085279464721,0.1660161018371582,11181642,0.1728085279464721,0.1660161018371582
53,0.21384519338607788,0.1975676417350769,36,0.18865931034088135,0.19972777366638184
251,0.21181005239486694,0.18894457817077637,80,0.17955923080444336,0.1885647177696228
156,0.21140146255493164,0.19655287265777588,89,0.1866585612297058,0.19632267951965332
