B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
81,0.5672027170658112,0.5657388865947723,58,0.5500340461730957,0.5573586821556091
100,0.6186284422874451,0.6229439675807953,61,0.5685206949710846,0.5834275484085083
58,0.8158683776855469,0.808905303478241,37,0.6052347421646118,0.6195511817932129
209,0.537929117679596,0.541890561580658,128,0.5250999331474304,0.5404760837554932
169,0.5672917366027832,0.5609634518623352,110,0.5377025008201599,0.5404446721076965
43,0.6143141686916351,0.6113039553165436,32,0.6034409999847412,0.6105394661426544
255,0.5274688005447388,0.5315500199794769,144,0.5060194134712219,0.528444230556488
199,0.5339674353599548,0.5339444577693939,116,0.5137742459774017,0.5355241298675537
82,0.9284802675247192,0.9236965179443359,56,0.5667158365249634,0.5745347142219543
147,0.5413520336151123,0.5409008264541626,98,0.5117650926113129,0.5358790755271912
205,0.5461421012878418,0.5351696014404297,134,0.5275197327136993,0.5335828363895416
51,0.917947456240654,0.9084599986672401,31,0.8870675414800644,0.9050177335739136
39,0.999683401780203,0.9993215877329931,21,0.9311187341809273,0.9351761043071747
86,0.5986230373382568,0.5921644568443298,63,0.5619993805885315,0.5743788480758667
199,0.5339674353599548,0.5339444577693939,116,0.5137742459774017,0.5355241298675537
28,0.9997560975607485,0.9992118045920506,16,0.9946346925571561,0.9968703500926495
251,0.530328243970871,0.5348629355430603,143,0.5174331665039062,0.5327467322349548
