B_max,B_max_f1,B_max_test_f1,B_opt,B_opt_f1,B_opt_test_f1
430,0.1705007180044198,0.1676439003235769,52,0.1305725543806039,0.18783261951331964
55,0.19374676740378727,0.21839126169958345,35,0.16856824874471932,0.21948526511902822
406,0.1791963701783328,0.16745335840164888,58,0.13915841296646259,0.1696887843326319
107,0.18970038733196615,0.16946565152509163,45,0.15728972609777558,0.17482102897833385
265,0.1791963701783328,0.16847495061387663,44,0.14647358145810152,0.17397793218707347
411,0.19022739655462773,0.1683409632074806,67,0.12864319890635678,0.1665949611875337
370,0.1791963701783328,0.16968556225114106,33,0.12884390119684253,0.17752322975381607
104,0.1626653095188566,0.16683953772179905,42,0.12132711554908349,0.1783224052365565
492,0.17959162709532883,0.16667057577645417,49,0.15159366777013827,0.19317975176164048
108,0.18030124039075446,0.1668047078342092,33,0.15675029432062682,0.18548698229795713
261,0.17959162709532883,0.1686770224498435,32,0.12113943601155874,0.18258624014362757
397,0.1896194867933998,0.16779137387779797,43,0.14730757374720227,0.1739854280640316
172,0.19001474371039584,0.16904055052615052,40,0.1370817172836286,0.1993186102980422
316,0.1705007180044198,0.1683671650829417,39,0.1314099643047012,0.18328869349402055
176,0.1811364874637187,0.166663348559546,38,0.13020537179576086,0.17418469408934478
372,0.1791963701783328,0.16916397276197015,50,0.149841923455465,0.18261501748968156
62,0.1625243114373548,0.18169744222599493,41,0.13296375966654606,0.18244333640502686
32,0.6102220098741837,0.6115160069438917,22,0.46593161252603976,0.5564451362692725
402,0.1705007180044198,0.16630621681546887,32,0.1302542452387654,0.17801398952829817
20,0.291225014920667,0.2785732302347659,15,0.24083637123110813,0.30214324714406604
181,0.1811364874637187,0.16497188083495862,36,0.14891479648512895,0.17501928303080283
91,0.18007726147112335,0.1721203924391448,33,0.12154742917900807,0.1893472247262109
153,0.20016891702246387,0.16840459311065392,42,0.1496019460415745,0.18262546370320276
106,0.1799059834737584,0.16681720490053742,43,0.1380714894653513,0.17117514362064712
35,0.3652375201288245,0.395219292823923,22,0.29639294314216913,0.33081873719779475
12,0.9818181818181818,0.9818181818181818,7,0.9618741976893453,0.9735724373812347
36,0.16932005204827916,0.19310859414248327,29,0.16010746174900148,0.19650207758883909
198,0.19141235150186553,0.16896478261915848,43,0.1600188810008436,0.1840732092424746
130,0.1791963701783328,0.1709826918603904,43,0.16843223982610167,0.18190426797238612
248,0.19022739655462773,0.169328050938379,47,0.1418496106576601,0.17159715567104095
240,0.1791963701783328,0.16764972907059283,42,0.15776591657396621,0.17482124761686146
42,0.25559285571669466,0.22531565564817735,30,0.21030470628666875,0.22731942023348406
80,0.1616226171489329,0.17110048576214454,34,0.12228820714888822,0.18713141904898245
41,0.23031438357188805,0.2824193334330144,29,0.1878273281436561,0.2085388316279958
11,0.9644654088050314,0.923078491991761,8,0.9214772464772465,0.9082557394876418
18,0.4832975793091512,0.5045873647628765,16,0.4755615887380593,0.5049518739502424
21,0.9818181818181818,0.9818181818181818,12,0.9683229813664597,0.9630915524947489
79,0.19101709458486948,0.17214094707046235,42,0.15783273381469642,0.17268023852936454
78,0.18023733576365153,0.17061832699672796,39,0.14004308512115737,0.17990085859873872
409,0.1896194867933998,0.16754456200524603,39,0.1484547598943884,0.18764981646591683
105,0.17961380724538611,0.17054766329657256,41,0.1600188810008436,0.1805137247153603
110,0.19125829376199532,0.16946219511044214,42,0.1475889590285876,0.1828958086288136
25,0.5696879986297542,0.651087643316268,19,0.5061279948122054,0.550400592633629
117,0.19101709458486948,0.17022131435134535,34,0.14831541964265083,0.17479327987656412
40,0.17693686639708983,0.19656206242168128,30,0.15736107269288058,0.201743504685434
16,0.9818181818181818,0.9818181818181818,2,0.9818181818181818,0.9818181818181818
24,0.615140684877055,0.6287743205096367,16,0.5230824945608228,0.574356667667243
101,0.17010546108742375,0.16689880886256214,34,0.16168024785671842,0.17821255248215206
50,0.18838052825265095,0.21753278574829127,24,0.15606334841628955,0.23555508011716186
17,0.9818181818181818,0.9818165287753432,5,0.9443635370682201,0.9564083507563341
28,0.7820786826494505,0.7881280171023771,16,0.6022147950089127,0.6384480469198153
54,0.2098612181853533,0.1833196944116524,26,0.17925848197957495,0.2027565742658839
279,0.19022739655462773,0.16865783063377449,51,0.15047000882039252,0.1763337434622526
13,0.9391922583193444,0.9195861423608167,11,0.9373953488372093,0.921949679378157
39,0.33297364304860555,0.41156145247321496,24,0.15781148504058728,0.22592818692143513
