,Iterations,train_loss,train_acc,train_top1,train_f1,test_top1,test_f1
0,0,4.693433479386933,0.020285575973744294,0.025357423160149127,0.03608580814401232,0.026543505489826202,0.0366
1,1,4.394919259207589,0.046861838321296534,0.04974980599113873,0.06376874157681942,0.052427392452955246,0.0662
2,2,4.201202499623201,0.07395853315080915,0.0671666640864343,0.08557349826723143,0.07154356688261032,0.0912
3,3,4.0525361761754874,0.09144265311104911,0.08053067797908978,0.10322382195802848,0.09048642963171005,0.1138
4,4,3.9361225196293423,0.10852816640114298,0.09385252561496228,0.11816331043030419,0.10483506321907043,0.1283
5,5,3.843618086406163,0.12259750950093172,0.1050994683589254,0.1283286604736234,0.11686649918556213,0.1399
6,6,3.7631163013224698,0.1342880579890037,0.1161736967612286,0.1397586157104351,0.12797704339027405,0.1504
7,7,3.7021744153937517,0.14264017221878986,0.12441854802321414,0.1487857082691567,0.1375746876001358,0.1607
8,8,3.6493606810667076,0.1508760841525331,0.13390277341312293,0.15752776641316904,0.146455317735672,0.1679
9,9,3.5872579302106584,0.16005547192631936,0.1419192817138166,0.1660983526665383,0.15483321249485016,0.1757
10,10,3.544445222737838,0.1680262818628428,0.14830223212436755,0.1722416339767039,0.1652454286813736,0.1852
11,11,3.4999674777595366,0.17426846951854472,0.15710158661311988,0.17982700892857142,0.17304229736328125,0.1929
12,12,3.4596559514804763,0.18332376285475127,0.16051230503588307,0.1850444924432037,0.17598982155323029,0.1965
13,13,3.4224309677980385,0.18758723200583943,0.16952715114671357,0.19162322210723912,0.1839720755815506,0.2021
14,14,3.3882408482687816,0.1929314477103097,0.1711272086415972,0.19585286207643438,0.1869051307439804,0.2059
15,15,3.352686186226047,0.19991103970274635,0.18159440007745004,0.20506759602425875,0.19343630969524384,0.212
16,16,3.322503172621435,0.20387217463279256,0.18738223064918907,0.208648575880824,0.19699369370937347,0.214
17,17,3.294724858537012,0.20882042086854272,0.19083126345459295,0.2133046393675395,0.20083138346672058,0.2177
18,18,3.2681300202194525,0.21284963646713567,0.193520793805317,0.21800244272237196,0.20710165798664093,0.2257
19,19,3.2384691530344436,0.21674422828518614,0.20084336552084708,0.22273634542260298,0.21156448125839233,0.2293
20,20,3.211811503585504,0.2232436160652005,0.2050507524792029,0.2292045208413554,0.21658653020858765,0.2338
21,21,3.182837929044451,0.22763007027762278,0.20589264679928215,0.22955874566807855,0.21566760540008545,0.2345
22,22,3.1587042175993627,0.23388502549151985,0.21475735002634477,0.23673837901906045,0.22822333872318268,0.2436
23,23,3.1396102078106938,0.2353188456321249,0.21721860158200168,0.24016142423950712,0.2284700721502304,0.2442
24,24,3.1135537721672835,0.24107894118951292,0.22206465291733646,0.24539432518290336,0.23335084319114685,0.2494
25,25,3.095117977687291,0.24505589932811503,0.2256071813860718,0.2481017760877936,0.23776544630527496,0.2547
26,26,3.065079635503341,0.24885572705950057,0.23195106460123646,0.25439622340681556,0.24379165470600128,0.2591
27,27,3.0465688705444336,0.2539186672288544,0.2364278013000683,0.25937191651424724,0.24246539175510406,0.2585
28,28,3.0263495493908317,0.25648660075907803,0.2392467841201899,0.26062561669715056,0.24670881032943726,0.2605
29,29,3.01169862552565,0.25822238532864317,0.24294127828004408,0.264781929871005,0.25441715121269226,0.2696
30,30,2.983421617624711,0.2650293622698103,0.24517508063997542,0.26748261214863306,0.25228649377822876,0.2687
31,31,2.9655521353896783,0.27019156241903497,0.24920803764644933,0.2721360433914132,0.2561110556125641,0.2707
32,32,2.9412689744209755,0.27437721953100086,0.2509656007192573,0.274471219796881,0.2633466124534607,0.2787
33,33,2.924805071889138,0.2748773341276208,0.2555398262885152,0.2778675665431267,0.26462075114250183,0.2792
34,34,2.9112156653890806,0.2783940179007394,0.25991783853696315,0.2819870283018868,0.2671384811401367,0.2821
35,35,2.88869123556176,0.2823788584495077,0.26670639642647337,0.2882273266028109,0.2724260985851288,0.2866
36,36,2.8745417254311696,0.2847602805312799,0.26404170631145946,0.2855947066326531,0.2762085795402527,0.29
37,37,2.857056491228999,0.2895836927452866,0.2719093396955607,0.29377534474874856,0.27614322304725647,0.2904
38,38,2.839612342873398,0.2918831377613301,0.27036043119673825,0.2925411983779361,0.2788941562175751,0.2933
39,39,2.8245384401204636,0.2936264349489796,0.27715756211962017,0.3003905497930304,0.2808612883090973,0.2953
40,40,2.8106729886969744,0.29618008282719827,0.2793864343239337,0.29963697595783595,0.28793758153915405,0.2996
41,41,2.7946363419902567,0.3000517475361727,0.28460139766031384,0.3049307945465922,0.29188257455825806,0.3046
42,42,2.7755014263853734,0.3034800510017239,0.28229852659361704,0.3047724838756257,0.2905280292034149,0.3048
43,43,2.7638955651497352,0.30580882636868223,0.28448430798491653,0.3073456903398152,0.29228758811950684,0.3068
44,44,2.7495578357151578,0.3088780227972537,0.2896439694628424,0.31248345446669235,0.2942538261413574,0.3078
45,45,2.733781692933063,0.3098120981333207,0.2927586868101237,0.315277017351752,0.2971736788749695,0.3111
46,46,2.7200095118308556,0.31460353306361605,0.2980264315799791,0.3195942734405083,0.3002703785896301,0.3136
47,47,2.707464821484624,0.317255720800283,0.30473541179481817,0.32442669727088946,0.30516159534454346,0.3165
48,48,2.689802646636963,0.32119844397720027,0.3072570860385895,0.32720484272718525,0.30534228682518005,0.317
49,49,2.672638396827542,0.32324068886893137,0.30865451267787386,0.3292380631497882,0.30797407031059265,0.3199
50,50,2.669007583540313,0.3266923086983817,0.30690584620650935,0.32831376949364655,0.31229814887046814,0.3232
51,51,2.64974966827704,0.3279561412577726,0.31378070310670503,0.333320673493454,0.3100951910018921,0.3215
52,52,2.6353930259237486,0.330171740784937,0.3167016640001414,0.3363101505342703,0.31612616777420044,0.3275
53,53,2.6228331108482514,0.33423595039211973,0.31685717860046697,0.3370351457210243,0.3138408064842224,0.3263
54,54,2.612531297060908,0.33473380731076613,0.3172757357967143,0.33912101102233344,0.31715935468673706,0.3291
55,55,2.5956080495094764,0.3415205040756537,0.3196496245812397,0.34152011335194454,0.32011520862579346,0.3315
56,56,2.585955707394347,0.3425714920978157,0.3253513404301235,0.3457538897044667,0.3233737051486969,0.3347
57,57,2.572887639610135,0.3450649806431362,0.32914133035406773,0.3486455976848286,0.3239290416240692,0.3349
58,58,2.5730682830421294,0.3435649871826172,0.32651407256418347,0.34580728665286875,0.32203203439712524,0.3333
59,59,2.553966137827659,0.3473580418800821,0.32995497876284074,0.35065362377262227,0.3241531550884247,0.3355
60,60,2.542208277449316,0.3534411605523557,0.3337406175477164,0.3538036676934925,0.3249240815639496,0.3365
61,61,2.5260768471931923,0.35502390958824936,0.3383980581955034,0.3592554209183674,0.326761394739151,0.3378
62,62,2.5163706711360385,0.35361301655672034,0.3392370933172654,0.3603741245908741,0.33050230145454407,0.342
63,63,2.500915843613294,0.3584142412458147,0.3388844813619341,0.3597288487918753,0.33055010437965393,0.3423
64,64,2.492293829820594,0.36057869268923387,0.34128148397620844,0.36316430316230264,0.33165183663368225,0.3438
65,65,2.4760372736016096,0.36416154978226645,0.3483657830831956,0.366680228990181,0.33795246481895447,0.3484
66,66,2.4739297944672254,0.3632425191451092,0.3465445309269185,0.3669442054534078,0.3383029103279114,0.3493
67,67,2.456171804544877,0.36895825911541374,0.351053851599596,0.37128627984212553,0.3402778208255768,0.3518
68,68,2.4457235093019447,0.3702931696054887,0.3501646792402073,0.37032663891028106,0.33591926097869873,0.3478
69,69,2.435257201292077,0.37124715532575336,0.3570771831638959,0.376503011287062,0.33970940113067627,0.3503
70,70,2.4244515701216094,0.3756031503482741,0.3605428423200335,0.3801080573738929,0.34185633063316345,0.3526
71,71,2.4079823153359547,0.37722198330626194,0.3648198021917927,0.383853740493839,0.3477853238582611,0.3586
72,72,2.402183921969667,0.3812609692009128,0.3667249472773805,0.38650553824123984,0.349791020154953,0.3599
73,73,2.3852139638394725,0.3830223083496094,0.36827756981460413,0.38661571645167503,0.3541545867919922,0.364
74,74,2.3843644005911693,0.3801983035340601,0.3699635851139925,0.3884906262033115,0.3513127863407135,0.3613
75,75,2.3671879962998994,0.38787203418965244,0.36577862075396944,0.3835803631594147,0.3473018705844879,0.3569
76,76,2.355659849789678,0.39027377537318636,0.37771694879142603,0.3952524848382749,0.3533913195133209,0.3621
77,77,2.3530848366873607,0.38947883917360887,0.37326011669879056,0.39243335158355797,0.3521040380001068,0.3632
78,78,2.3371629277054145,0.39408563107860334,0.3783610858479325,0.39753877671351556,0.3566395938396454,0.3669
79,79,2.316636187689645,0.3989289731395488,0.38410060503044907,0.4015544528542549,0.3595987558364868,0.3687
80,80,2.3153855168089574,0.39948926653180805,0.38322046520758646,0.40256448245571813,0.35926589369773865,0.3694
81,81,2.305722275558783,0.39926513360471144,0.38241300473407824,0.40244151906045433,0.35672706365585327,0.3669
82,82,2.297206781348404,0.40279197692871094,0.39080702346198415,0.4081313023440508,0.36226797103881836,0.3708
83,83,2.277460662686095,0.40796096957459743,0.38388203905553236,0.4021846872593377,0.3600313365459442,0.3681
84,84,2.2743179019616573,0.4067651787582709,0.39241850011202756,0.4116848316567193,0.36299338936805725,0.3728
85,85,2.263618581149043,0.4081264028743822,0.40001786241726,0.4184079587023488,0.3680371344089508,0.377
86,86,2.2529999090700734,0.4109429339973294,0.3940897109557171,0.4129073209472468,0.36566194891929626,0.3759
87,87,2.2388164559189154,0.4170207588040099,0.40309638575631745,0.421573796086831,0.36741888523101807,0.3771
88,88,2.2364033436288637,0.4140015816201969,0.4022556275737529,0.4202986619175972,0.37075546383857727,0.3796
89,89,2.226607999023126,0.4187772322674187,0.40240113102659886,0.4221735716692337,0.3669009208679199,0.3757
90,90,2.214199732760994,0.4234720346878986,0.40484635136565383,0.4238574557181363,0.37153753638267517,0.3804
91,91,2.2068468891844457,0.4222168046600965,0.40963189273464434,0.4298168559876781,0.3710857033729553,0.3814
92,92,2.188425467938793,0.4258019194311025,0.41076486877032686,0.42765916803041976,0.37333545088768005,0.3814
93,93,2.181931797338992,0.4290482268041494,0.41404426401975203,0.43167183589237584,0.37911415100097656,0.3874
94,94,2.1803993594889737,0.4276193112743144,0.4146944302685407,0.43371708943011167,0.37413570284843445,0.3843
95,95,2.1657801112350152,0.43231524253378106,0.4152970983057606,0.43413373604158645,0.3769054710865021,0.3849
96,96,2.158017450449418,0.43325494260204084,0.4184451997280121,0.4358973394782441,0.3826361894607544,0.3901
97,97,2.1413560254233226,0.4389902231644611,0.41959596957479206,0.4392504422169812,0.3781377375125885,0.3882
98,98,2.134551023950382,0.4361026530363122,0.42650030583751447,0.44418627563053525,0.37920325994491577,0.388
99,99,2.119158477199321,0.4414464989487006,0.4237481556376632,0.442668975019253,0.38238778710365295,0.3914
